Geography,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Age Category,CreditScore Category,Exited
1,0,3,88915.85,0,1,0,69697.74,3,1,474,2,1,0
0,0,6,148071.39,0,1,0,183575.01,3,0,895,2,3,0
2,0,6,152182.83,0,0,0,161203.6,4,0,256,2,3,0
1,0,9,0.0,0,1,0,143752.77,4,0,301,2,4,0
0,0,5,130056.23,0,0,0,121894.31,4,3,830,0,3,1
2,0,3,95039.73,0,1,1,147055.87,3,0,681,1,2,0
0,0,1,0.0,0,1,1,172033.57,1,0,635,3,3,0
1,0,9,0.0,0,0,0,143774.06,5,2,590,1,3,0
0,1,2,112773.73,0,1,1,139366.58,3,3,239,2,1,0
0,1,10,123806.28,0,1,0,81776.84,4,1,997,2,3,1
0,0,8,144453.75,0,1,0,190998.96,3,0,985,3,2,1
2,0,9,94667.29,0,0,1,4470.52,1,2,958,1,2,0
0,0,10,0.0,0,0,1,135851.3,2,2,285,0,2,0
1,0,5,174397.21,0,1,1,172372.63,2,2,955,3,2,0
2,1,3,108888.24,1,0,1,135875.51,3,2,936,3,2,1
0,0,4,118803.35,0,1,1,128124.7,2,1,535,3,2,1
0,0,6,171137.62,0,1,1,167023.95,4,1,451,3,3,1
0,0,6,0.0,0,0,0,149807.01,1,1,750,2,2,0
0,0,8,136678.52,0,1,0,54290.62,4,3,842,1,3,0
1,1,1,135515.76,0,1,0,86013.96,4,0,779,2,3,0
1,1,5,177799.83,0,0,0,79886.06,2,1,443,0,3,0
1,1,8,143542.36,1,1,0,141959.11,4,3,976,3,0,1
2,0,8,147487.23,0,1,0,66680.77,3,3,908,1,2,0
0,1,5,97764.41,0,1,0,98640.15,3,2,889,2,4,1
0,1,9,0.0,0,0,0,142797.5,3,3,758,1,2,1
2,1,8,139480.18,0,1,1,163581.67,1,1,420,3,3,0
1,0,5,0.0,0,1,1,163221.22,3,3,897,0,2,0
1,1,9,140553.46,0,0,0,12440.44,3,2,243,2,1,0
0,1,5,0.0,0,1,1,145551.6,5,3,412,2,3,0
0,1,10,141162.08,0,1,0,50908.48,2,3,510,2,3,0
1,0,4,65848.36,0,1,0,30149.21,1,3,518,1,2,0
1,1,0,83319.28,0,0,0,57769.2,2,2,627,1,3,0
0,0,4,0.0,0,0,0,156381.47,4,2,448,2,3,0
0,1,4,129731.64,0,1,0,178123.86,3,0,718,1,3,0
0,1,5,0.0,0,1,0,51112.8,5,1,775,1,2,0
1,1,6,0.0,0,0,0,173783.38,4,2,897,2,2,0
1,0,1,0.0,1,0,0,174770.14,3,1,810,1,3,1
2,0,5,107106.33,0,1,0,172063.09,3,2,586,2,1,0
0,0,8,0.0,0,1,1,155294.17,5,3,813,1,2,0
0,1,9,0.0,0,1,1,40320.3,5,2,510,1,2,0
1,1,1,105303.73,0,0,1,134260.34,5,0,563,4,1,0
0,0,6,165798.1,0,1,0,147090.9,5,0,404,1,3,0
1,1,4,0.0,0,1,0,132368.47,3,0,770,2,3,0
1,1,1,126495.57,0,1,1,164741.5,2,1,242,2,1,0
1,1,9,116393.59,0,1,0,63051.32,5,0,777,3,3,1
2,1,2,81733.74,0,0,0,199761.29,1,0,359,2,4,0
0,0,4,0.0,0,0,1,55725.04,4,2,444,3,3,1
1,1,8,106171.68,0,1,0,163145.5,3,1,672,3,2,1
1,0,0,96020.86,0,1,1,57992.49,2,3,865,1,3,0
1,0,1,0.0,0,0,1,193093.77,5,3,842,2,4,0
2,0,2,181671.16,0,1,1,57531.14,1,0,267,2,2,0
0,1,6,185709.28,0,1,1,77242.19,2,3,784,1,2,0
2,0,8,134250.17,1,0,0,153046.16,4,1,244,3,4,1
0,1,7,0.0,0,1,0,63405.2,1,1,248,3,3,1
0,1,5,95671.75,0,1,1,106564.88,2,3,662,2,2,0
0,0,2,0.0,0,0,0,42763.12,2,3,589,4,1,1
0,1,1,142151.75,0,1,1,168753.34,2,0,851,1,3,0
0,0,5,127823.93,0,1,1,19483.35,1,3,711,2,2,0
2,0,3,144164.29,0,1,1,158646.46,1,3,918,2,2,0
0,0,1,63492.94,0,1,1,83172.19,4,0,354,3,4,0
0,1,3,0.0,0,1,1,76889.79,2,3,969,1,3,0
0,0,2,0.0,0,0,1,51554.58,5,0,564,4,2,0
0,0,0,106134.46,0,0,1,105570.39,5,1,885,2,2,0
2,0,8,127269.75,0,0,1,79495.01,4,2,742,1,3,0
2,1,3,124493.03,0,0,1,52583.79,1,0,839,1,4,1
0,0,7,0.0,0,1,0,26848.25,1,2,895,2,3,0
2,1,10,146547.78,0,0,1,10072.55,1,1,669,2,3,1
0,0,6,99610.92,0,1,0,187296.78,5,0,475,2,2,0
2,0,5,117837.43,0,1,0,104016.61,5,1,924,3,3,1
1,1,8,168522.37,0,1,1,151310.16,2,3,393,3,2,0
0,0,9,117337.54,0,0,1,62810.91,4,0,1000,1,2,0
0,0,9,108131.53,0,0,1,60830.38,5,3,698,4,4,0
2,0,4,136496.12,0,1,0,116672.02,5,0,427,1,3,0
0,0,3,116324.53,0,1,0,77304.49,2,1,831,1,2,0
2,1,2,75470.23,0,1,1,52894.01,1,2,921,2,4,0
0,0,4,172646.82,0,1,1,116471.43,4,0,441,1,3,0
1,1,4,0.0,0,0,0,4539.38,2,0,521,2,3,0
2,0,3,160358.68,0,1,0,142367.72,3,1,527,1,3,0
0,0,3,98415.37,0,1,1,110520.48,3,2,635,1,3,0
2,1,6,57809.32,0,1,0,188258.49,3,0,545,1,2,0
2,1,3,128743.8,0,0,0,197322.13,5,1,243,0,3,0
2,0,4,130806.42,0,1,0,80241.14,1,1,796,0,1,0
0,0,1,123971.16,0,0,1,172814.99,3,1,543,2,2,0
1,1,6,0.0,0,0,0,38410.74,4,3,542,2,1,1
0,0,9,0.0,0,0,0,17622.82,3,1,300,2,2,0
1,1,9,0.0,0,0,1,48021.71,1,0,576,0,1,0
0,1,7,0.0,0,1,0,88958.49,4,0,716,3,3,1
0,1,9,0.0,0,1,0,116343.09,4,2,345,2,1,0
0,0,4,156297.58,0,1,1,166102.61,1,0,477,1,1,0
1,1,2,0.0,0,0,1,104353.26,4,1,673,1,2,0
0,0,3,123372.3,0,1,1,115429.32,4,3,259,3,4,0
2,1,5,92171.35,1,1,0,178106.34,2,0,641,2,3,1
1,0,8,0.0,0,1,0,132152.32,2,1,251,2,3,0
2,0,4,148375.19,0,1,1,21521.38,5,1,701,1,3,0
0,1,8,0.0,0,1,1,27431.62,4,0,837,2,2,0
1,0,6,147422.44,0,0,1,42143.61,5,1,960,1,4,0
1,1,7,173962.32,0,0,0,106457.11,2,3,967,0,3,1
0,0,0,0.0,0,1,1,133831.37,2,0,704,3,2,1
2,1,6,145215.43,0,1,1,164083.72,5,3,792,4,2,0
0,1,5,167539.97,0,0,1,159207.34,5,2,662,2,1,0
0,1,1,94968.97,0,1,0,84487.62,5,3,932,2,4,0
2,1,3,106116.5,0,1,0,3674.71,1,0,683,1,3,0
0,0,5,0.0,0,0,1,12092.03,4,0,607,1,3,0
0,0,2,0.0,0,1,0,77475.73,1,3,360,2,1,0
0,1,9,0.0,0,0,0,41291.73,1,3,448,1,3,0
2,0,8,120018.86,0,1,1,343.38,5,3,249,1,1,0
0,0,2,112541.54,0,0,0,47432.43,4,3,233,2,1,0
0,1,5,166118.45,0,1,0,127827.18,4,1,239,1,2,0
0,1,1,102882.4,0,1,1,35633.15,3,0,219,2,3,1
0,1,8,0.0,0,1,1,182865.09,5,2,485,3,1,1
0,1,1,106881.5,0,0,0,169386.81,2,2,275,2,3,0
2,0,4,120727.97,0,0,1,149073.88,5,2,915,1,3,0
0,0,8,169832.57,0,0,0,184107.26,1,3,965,4,4,1
0,0,5,0.0,0,1,1,22750.17,3,0,339,2,3,0
2,0,9,113599.42,0,0,0,11950.29,3,0,880,2,1,0
1,0,6,0.0,0,1,1,152880.07,3,3,219,2,1,1
0,0,9,0.0,0,1,0,175252.78,4,0,364,1,3,0
0,0,3,0.0,0,1,0,174303.29,5,1,791,3,3,0
1,1,4,0.0,0,1,1,80701.72,3,1,232,3,2,0
1,0,6,146282.79,0,1,0,198516.2,5,2,703,2,3,0
2,1,6,119413.62,0,1,0,175756.36,2,1,263,2,0,0
2,1,3,122084.63,0,0,1,82824.08,2,2,712,1,3,0
2,1,1,103060.63,0,1,0,179866.01,5,0,697,1,2,1
0,0,6,0.0,0,1,1,159899.97,5,3,877,2,4,0
0,0,8,0.0,0,1,0,138504.28,4,2,331,1,2,0
2,0,9,110483.86,0,1,1,127394.67,5,0,233,2,1,0
0,0,9,120718.28,0,1,1,58961.49,3,1,332,1,3,0
1,1,2,36566.96,0,1,0,103644.98,4,2,953,1,3,1
2,0,8,108601.0,0,1,1,119647.7,1,1,756,1,2,0
0,1,4,0.0,0,1,0,28465.86,5,2,570,2,3,1
1,1,5,0.0,0,1,1,152979.14,4,1,966,2,3,0
0,0,4,0.0,0,1,1,190911.02,3,1,739,2,3,0
1,1,2,0.0,0,1,1,95794.98,3,0,682,3,2,0
2,0,1,141136.62,0,1,0,189742.78,2,0,362,2,3,1
2,0,9,108231.37,0,1,1,188574.08,5,1,965,2,3,0
0,0,6,0.0,0,0,0,183872.88,4,0,720,2,3,1
1,1,6,144855.34,0,0,0,196555.32,4,1,697,1,2,0
0,0,2,68432.45,0,1,1,112503.24,1,3,384,4,2,1
0,0,6,136855.24,0,1,0,46864.0,4,3,942,2,2,0
0,1,3,44020.89,0,1,0,65864.4,3,1,712,3,3,1
2,0,9,133060.63,0,1,1,125167.92,2,0,655,1,1,0
1,0,7,0.0,0,1,1,177519.39,3,1,363,2,4,0
0,0,1,0.0,0,1,1,169653.32,4,1,867,0,1,0
0,1,5,97665.61,0,1,0,118372.55,2,3,936,2,0,1
2,0,5,185013.02,0,1,0,16481.12,2,1,817,1,2,0
1,1,0,0.0,0,1,1,138525.19,2,2,823,1,3,0
0,1,7,65971.61,0,1,0,14608.0,2,2,450,3,3,1
2,1,9,150463.11,0,0,1,81548.38,3,2,406,2,2,0
0,1,1,0.0,0,0,0,69608.48,5,0,999,1,3,0
1,0,9,0.0,0,1,0,68873.8,5,2,535,2,3,0
0,1,5,136425.18,0,1,0,81102.81,2,2,687,2,3,0
1,0,3,250898.09,1,0,1,81054.0,1,3,336,2,3,1
0,0,4,146798.81,0,1,1,74149.77,2,0,537,3,2,0
1,0,1,0.0,0,0,0,99503.19,2,2,982,4,1,0
2,1,7,128486.91,0,1,0,10109.47,5,0,559,2,2,0
0,1,9,0.0,0,1,1,58855.85,5,2,700,2,2,0
1,0,1,143407.29,0,0,1,84402.46,1,3,556,2,1,0
0,1,2,0.0,0,1,0,49713.87,3,2,732,2,2,1
0,0,6,76165.65,0,1,1,133537.53,2,2,816,3,1,0
0,0,4,0.0,0,1,0,124615.59,1,3,685,2,4,0
1,1,8,0.0,0,0,1,98090.69,3,0,401,3,3,0
2,1,6,90560.3,0,1,1,42607.69,4,0,578,1,4,0
0,0,3,62391.22,0,1,1,192434.11,4,3,968,4,2,0
0,0,5,0.0,1,0,0,60686.4,1,0,265,2,4,0
0,1,7,0.0,0,1,1,49463.44,2,3,783,1,1,0
2,1,1,123378.2,0,1,0,81431.99,3,0,525,3,2,1
1,1,3,99836.47,0,0,1,22909.56,3,1,324,2,2,0
2,0,5,161434.36,0,1,1,65532.17,5,2,264,4,2,0
1,0,5,0.0,0,0,1,141053.85,4,3,906,2,2,0
2,1,10,138311.76,0,1,1,3472.63,2,0,310,3,3,1
0,0,7,0.0,0,1,0,102083.78,3,3,905,0,2,0
1,1,4,0.0,0,1,0,1801.77,3,0,633,1,1,0
2,0,6,101744.84,0,0,0,85185.44,3,2,280,1,3,0
1,0,8,0.0,0,1,0,119882.7,2,0,741,1,3,0
2,1,4,125456.07,0,1,0,83715.66,3,2,353,3,0,1
0,0,7,0.0,0,1,0,23425.78,3,3,482,2,3,0
0,0,2,0.0,0,0,1,77326.78,2,0,791,1,3,0
0,1,7,0.0,0,1,0,156150.08,3,2,299,1,1,1
0,0,5,0.0,0,1,0,108577.97,3,2,242,1,3,0
2,1,4,118449.21,0,1,1,133573.29,1,3,534,3,2,1
0,0,2,0.0,0,0,1,102057.86,3,2,743,1,3,0
1,1,9,178095.55,0,0,0,47247.56,3,1,656,1,4,0
2,1,2,109175.14,0,1,0,114566.47,1,3,652,0,3,0
0,0,7,127785.17,1,0,0,184464.7,1,2,981,1,3,1
0,1,6,0.0,0,0,1,151401.33,2,0,686,2,1,0
0,1,9,0.0,0,1,1,70607.1,4,3,581,2,4,0
2,0,9,134260.36,0,1,0,147074.67,5,1,257,1,3,0
0,0,8,69143.91,0,0,1,105780.18,3,2,785,2,3,0
0,0,4,100054.77,0,1,0,109496.45,3,2,907,1,3,0
0,1,6,0.0,0,1,1,137739.45,5,1,701,2,3,0
0,0,2,116248.88,0,1,0,105140.92,3,0,762,2,2,0
1,1,6,86053.52,0,1,1,113276.46,5,2,529,2,2,1
0,1,6,123157.95,0,1,0,172531.23,3,1,499,1,3,0
0,0,1,63438.91,0,1,0,64375.4,5,1,658,2,3,0
2,0,9,95295.39,0,1,0,28434.44,1,3,888,3,3,1
0,0,4,133550.67,0,1,1,46941.41,4,2,864,0,3,0
0,1,1,106871.81,0,1,0,29333.01,3,3,527,2,4,0
1,0,3,105266.32,0,1,1,193724.51,5,3,372,2,3,0
0,1,2,105229.53,0,1,0,34967.75,2,3,848,3,2,1
0,0,8,102768.42,0,1,0,55663.85,4,0,285,2,3,0
0,0,7,0.0,0,1,1,55753.12,5,0,603,0,3,1
0,0,6,112689.95,0,1,0,176962.31,3,3,828,1,3,0
0,0,9,122334.26,0,1,1,181507.44,1,3,586,2,4,0
1,0,1,0.0,0,1,0,61995.57,5,3,522,1,2,0
1,0,4,137847.41,0,1,0,98349.13,1,0,836,1,2,0
0,0,5,122486.47,0,0,1,59748.19,3,0,852,3,4,0
0,0,2,101286.11,0,1,1,159840.51,5,2,770,1,3,0
1,0,7,0.0,0,1,1,6656.64,2,0,776,1,2,0
1,0,4,101247.06,0,1,0,37141.62,4,1,611,3,4,1
0,0,10,86977.96,0,0,1,37094.75,1,0,628,2,3,0
0,0,7,0.0,0,1,0,159475.08,2,0,647,3,4,1
0,1,9,110123.59,0,0,1,51548.14,5,1,765,3,3,1
0,0,8,178111.82,0,0,0,58719.63,2,3,447,2,3,1
2,0,10,126306.64,1,0,0,7861.68,5,0,591,4,2,1
0,1,6,100768.77,0,1,0,19199.61,2,0,659,1,3,0
0,0,5,0.0,0,1,0,178504.29,4,0,403,2,2,0
0,1,3,0.0,0,1,1,189016.14,4,2,862,2,3,0
0,1,7,118991.79,0,1,1,156048.64,2,2,253,2,3,0
0,0,3,140997.26,0,0,1,52876.41,3,3,580,4,3,0
0,0,5,0.0,0,0,1,19653.08,3,1,351,1,3,0
2,0,6,166824.59,0,1,0,139451.98,5,1,296,1,2,0
0,1,2,76322.69,0,1,0,128136.29,1,0,479,1,3,0
0,0,6,0.0,0,1,1,45206.57,3,3,241,1,2,0
1,0,8,149083.7,0,1,1,190146.83,5,1,383,4,4,0
0,0,7,0.0,0,0,1,158313.87,4,2,413,1,1,0
0,0,9,0.0,0,1,1,96670.2,3,1,879,2,3,0
0,0,1,126588.81,0,0,1,62163.53,1,1,251,1,4,0
2,1,2,143249.67,0,1,0,88428.41,3,2,613,3,3,1
2,0,8,81844.91,0,1,1,35908.46,5,2,368,2,4,0
0,0,4,0.0,0,0,1,168780.04,5,3,544,2,2,0
2,0,9,190298.89,0,1,1,191263.76,1,0,889,3,1,0
2,0,2,117212.18,0,1,1,83052.03,3,0,821,1,3,0
0,1,0,0.0,0,1,1,125962.02,2,0,613,3,3,0
0,0,4,139848.17,0,1,0,164696.27,2,0,915,1,2,0
2,1,9,101861.36,0,0,0,187011.96,5,2,903,1,4,0
1,0,2,167455.66,0,1,1,55324.49,3,1,936,1,3,0
0,1,4,0.0,0,0,1,34335.55,5,0,560,0,3,0
1,1,1,116360.07,0,1,0,17004.14,5,3,239,2,4,0
1,0,3,88466.82,0,0,0,116331.42,4,3,645,2,3,0
0,1,7,0.0,0,0,1,22974.01,5,1,295,2,2,0
2,1,5,123642.36,0,1,1,49725.16,1,2,751,3,2,1
1,0,9,0.0,0,0,1,87412.74,3,1,309,2,3,0
0,0,9,72286.84,0,1,1,26136.89,1,3,570,2,3,0
0,1,1,0.0,0,1,0,126554.96,1,2,247,2,3,0
1,0,1,109681.61,0,1,1,193321.3,5,2,523,2,3,0
2,0,9,145018.64,0,1,0,90928.02,1,3,545,2,2,1
1,0,8,0.0,0,1,1,76510.46,2,2,403,1,3,0
1,1,8,187487.63,0,1,1,120115.5,3,1,681,1,3,0
0,0,2,165692.91,0,1,1,197984.58,5,1,592,1,1,0
2,1,5,137648.41,0,1,0,142977.05,2,2,839,3,3,1
1,1,6,118560.0,0,1,0,82522.61,4,2,375,3,1,1
0,0,8,164385.53,0,1,0,150664.97,5,1,588,1,4,0
0,0,9,108286.5,0,1,1,114153.44,5,1,656,2,2,0
0,1,2,0.0,0,1,1,171706.66,4,3,589,1,4,0
1,1,9,0.0,0,0,0,119071.56,3,0,400,3,4,1
2,0,2,118079.47,1,1,1,143007.49,4,2,668,3,4,1
1,0,2,127283.78,0,1,1,31302.35,1,3,668,1,2,0
1,0,8,0.0,0,1,0,71139.8,4,3,304,3,1,0
0,0,6,141389.06,0,1,0,54122.89,2,0,635,1,4,0
0,0,8,130091.5,0,1,1,120031.29,1,2,902,2,3,0
0,0,4,143744.77,0,1,0,104076.51,4,1,797,1,2,0
1,0,9,97408.03,0,1,1,175853.64,3,1,962,1,4,0
1,0,9,111927.45,0,1,1,175795.87,1,3,515,1,2,0
0,0,3,0.0,0,1,0,15360.91,5,2,299,1,1,0
1,0,2,0.0,0,0,0,168460.12,2,1,450,2,1,0
0,0,1,0.0,0,1,1,181177.9,4,2,226,1,2,0
0,1,1,188285.68,0,0,0,58363.94,5,2,516,1,1,0
0,1,2,109705.52,0,1,0,20276.87,5,2,469,3,3,1
1,0,9,0.0,0,0,0,91514.62,5,2,868,1,3,0
2,1,1,127122.79,1,0,1,76703.1,5,0,520,1,3,0
0,0,0,98241.04,0,1,0,110887.14,3,1,817,2,3,0
2,1,8,170840.08,0,0,0,109843.16,1,3,947,2,3,0
2,1,4,87541.06,0,1,1,12577.21,3,1,326,2,1,1
0,1,4,62610.96,0,0,1,179365.1,3,0,604,1,4,0
0,0,9,0.0,0,1,1,65816.53,4,3,293,2,1,0
0,1,5,113328.93,0,1,0,124170.9,4,2,666,3,3,0
1,0,2,104832.49,0,1,0,175015.12,4,0,411,1,3,0
1,1,9,102289.85,0,1,1,115441.66,2,2,239,1,3,0
2,1,6,125227.82,0,0,1,128247.03,2,2,305,1,2,0
2,1,5,140510.89,0,1,0,141914.94,1,0,455,3,3,0
2,1,6,132253.22,0,1,0,115566.57,4,3,704,1,4,1
2,0,2,39043.29,0,1,1,175423.69,2,0,258,2,3,0
0,0,8,0.0,0,1,1,133447.49,1,0,523,1,3,0
1,0,9,99685.06,0,1,0,114474.98,1,0,932,3,2,0
2,0,3,125385.49,0,0,1,52044.66,2,0,805,2,3,0
1,0,2,131365.37,0,1,1,180290.68,5,1,242,3,4,0
1,0,6,98308.51,0,1,1,132034.13,3,0,808,3,2,0
0,1,8,0.0,0,1,0,20968.88,3,1,910,2,2,0
1,0,5,140856.16,0,1,0,158735.1,5,0,293,2,4,0
0,1,8,0.0,0,1,1,196134.44,3,3,890,1,3,0
0,0,2,172274.01,0,1,0,22374.97,3,2,950,1,3,0
1,0,8,0.0,0,1,0,161668.15,3,1,354,2,2,0
1,0,0,122447.76,0,0,0,67339.34,4,2,652,2,2,0
0,1,10,0.0,0,1,1,56229.72,2,1,966,2,3,1
1,1,6,157559.59,0,1,0,140991.23,4,3,320,3,2,1
2,0,3,126550.7,0,0,0,177644.52,3,2,324,2,2,1
0,1,2,158584.82,1,1,0,142342.55,2,0,981,1,2,1
0,0,2,163569.61,0,1,1,154559.28,5,2,560,1,4,0
0,1,3,0.0,0,1,1,176570.28,4,3,808,1,1,1
2,1,6,127211.45,0,0,0,191961.83,3,3,457,1,4,0
2,0,3,118199.97,0,1,0,9452.88,2,2,219,2,3,1
2,1,2,101014.08,0,1,1,165257.31,3,3,730,1,2,0
1,0,6,119208.85,0,1,0,169763.89,1,0,257,2,4,1
0,1,6,0.0,0,1,1,160663.11,2,2,282,4,1,0
0,1,10,53772.73,0,1,1,192072.1,5,3,428,3,2,1
1,1,6,0.0,0,1,0,93275.61,3,0,988,2,3,0
2,1,2,138878.81,0,0,1,112269.67,5,3,530,2,2,0
1,1,1,130922.81,0,0,0,2186.83,1,2,319,2,1,0
0,0,9,0.0,0,1,1,43075.7,1,0,749,1,4,0
1,0,8,0.0,0,1,1,12368.11,4,2,354,0,3,0
1,1,8,130866.19,0,1,0,42410.21,5,0,236,0,3,0
2,1,7,187257.94,0,0,1,190430.81,2,0,356,1,3,0
1,1,7,0.0,0,1,1,138394.37,2,3,795,2,3,0
0,0,6,147733.64,0,0,1,172501.38,5,2,982,2,3,0
1,0,1,0.0,0,1,1,197916.43,5,0,303,2,1,0
0,0,2,163139.27,0,1,1,7035.36,1,0,514,1,3,0
1,1,4,0.0,0,1,1,159676.55,2,1,624,1,3,0
0,1,5,119540.15,0,0,1,80603.99,1,2,513,2,1,0
0,1,4,129553.76,0,1,0,187599.8,4,0,223,2,3,0
0,0,9,0.0,0,1,1,94450.97,5,0,610,3,2,0
2,1,1,66101.89,0,1,1,143981.27,2,2,366,4,4,0
0,0,2,140431.98,0,1,0,26450.57,4,0,474,2,2,1
0,1,2,0.0,0,0,0,164482.92,1,2,265,3,4,0
0,1,0,0.0,0,1,1,84012.81,2,0,572,1,2,0
0,1,5,0.0,0,1,0,101192.08,2,0,311,1,2,0
2,1,4,116471.43,0,1,0,175324.74,3,3,984,2,2,1
0,0,4,0.0,0,1,0,197226.32,2,3,261,2,0,0
0,1,9,123785.24,0,1,0,99504.03,4,1,928,3,3,1
0,1,4,0.0,0,0,1,83700.66,3,0,550,1,2,0
0,1,8,88758.95,0,0,0,28226.15,1,0,911,2,1,1
2,0,5,153611.83,0,1,0,35321.65,1,3,862,0,3,0
2,1,4,112044.72,0,1,1,41229.73,2,0,562,3,1,1
1,1,7,123826.07,0,0,1,78970.58,2,1,535,1,3,0
0,1,9,106804.26,1,1,0,107890.69,3,1,950,4,2,1
0,1,6,0.0,0,1,1,191870.28,2,2,730,3,1,0
0,1,2,68892.77,0,1,0,7905.06,5,0,442,3,1,1
0,1,6,0.0,0,1,0,65731.53,3,2,767,2,3,0
0,1,5,125827.43,0,0,1,145698.73,5,2,299,1,1,0
1,0,9,0.0,0,1,0,50046.25,3,3,848,1,3,0
0,0,7,0.0,0,1,1,60830.24,1,1,875,2,3,0
2,1,5,148495.64,0,0,0,158853.98,3,3,616,2,4,0
0,0,1,133043.66,0,0,0,111243.09,4,1,444,2,2,0
0,0,9,74989.58,0,1,1,171014.69,3,3,811,2,3,0
2,0,7,60263.23,0,1,0,170835.32,5,3,466,2,3,0
2,0,3,129370.91,1,1,1,47775.34,1,1,712,3,2,1
2,0,5,157955.83,0,0,0,139297.71,5,1,668,2,2,0
0,0,4,0.0,0,1,0,195167.38,4,3,727,1,2,0
0,1,7,70729.17,0,1,1,160948.87,1,0,962,1,2,0
0,0,8,0.0,0,0,1,44965.54,4,0,930,3,2,1
1,0,2,0.0,0,1,0,52137.73,1,1,893,3,3,0
1,0,8,90721.52,0,1,0,109296.18,1,1,698,1,2,0
0,0,2,0.0,0,1,1,20092.89,3,2,737,1,3,0
1,1,0,57784.22,0,1,0,197804.0,3,3,709,2,3,1
0,0,9,131765.72,0,1,0,118782.06,5,1,597,1,2,0
0,0,7,0.0,0,0,1,152876.13,3,0,497,2,3,1
2,0,9,110022.74,0,0,1,135655.29,3,1,634,3,3,1
0,1,9,131569.63,0,1,1,103970.58,1,0,295,2,3,0
2,0,2,164523.5,0,1,1,35786.76,1,0,702,4,2,0
2,1,2,114330.95,0,1,1,25325.07,1,0,876,0,2,0
1,1,10,135923.16,0,1,0,18732.84,3,1,500,2,3,0
0,1,8,0.0,0,1,1,118522.73,5,0,762,4,3,0
0,1,4,0.0,0,0,1,89972.25,1,2,886,3,3,0
1,0,0,124693.48,0,0,1,187194.15,2,2,952,2,3,0
1,1,7,147936.42,0,1,1,106785.7,4,3,312,1,4,0
0,0,0,0.0,0,1,0,142516.35,2,1,352,1,2,0
0,1,2,126558.92,0,1,0,73334.43,5,2,809,1,3,0
2,0,6,106938.11,0,0,1,186612.47,4,0,913,3,2,0
2,1,4,140002.35,0,1,0,123613.81,1,1,935,1,1,0
2,0,9,123444.72,0,1,1,31368.08,3,0,726,3,2,1
0,0,6,147107.91,0,1,1,40066.95,1,2,740,1,4,0
0,0,9,128514.84,0,0,0,175969.19,5,1,796,0,2,0
0,1,5,0.0,0,0,0,10034.77,5,0,524,3,1,1
2,1,9,106756.01,0,1,0,151167.94,3,2,701,2,2,0
1,1,3,0.0,0,1,0,191387.76,1,0,276,1,2,0
0,1,6,0.0,0,1,0,51229.17,5,2,526,2,3,0
2,1,5,155393.32,0,1,1,87351.42,5,0,312,3,2,1
0,1,2,110414.48,0,1,1,48984.95,3,3,882,2,2,0
1,0,2,0.0,0,1,1,182738.0,4,3,609,1,3,0
2,1,9,157098.52,0,1,1,153535.27,3,3,638,2,2,0
2,1,5,85626.6,0,1,1,125079.65,2,1,891,2,2,0
2,0,6,93796.42,0,1,1,162321.26,3,1,577,2,1,0
1,1,1,0.0,0,1,0,3414.72,5,3,684,2,2,0
0,0,6,125268.03,0,1,0,165082.25,4,2,837,3,2,0
0,1,2,148143.84,0,1,1,52021.39,5,3,394,1,3,0
1,0,10,115545.33,0,1,0,148256.43,3,2,931,1,4,0
1,0,7,0.0,0,0,0,122899.01,2,0,878,1,2,0
0,0,5,44928.88,0,1,1,10771.46,4,2,528,1,2,0
1,0,2,0.0,0,1,1,18255.51,1,3,868,1,3,0
0,0,3,162442.35,0,1,0,183566.78,3,1,801,1,4,0
1,1,5,0.0,0,1,1,175224.12,2,3,740,2,1,0
2,0,0,96213.82,0,1,0,147913.56,2,2,371,1,1,0
0,1,6,156569.43,0,1,0,180598.66,2,1,939,1,0,0
1,0,8,0.0,0,1,0,186136.48,1,2,512,2,1,0
1,1,1,0.0,0,0,0,7455.2,4,3,663,2,4,0
2,1,6,110463.25,0,1,1,80552.11,1,2,356,3,3,1
0,0,7,154575.76,0,1,0,25722.28,5,1,762,1,2,1
1,1,9,0.0,0,0,0,170996.86,3,0,303,1,3,0
0,0,3,0.0,0,1,1,20603.32,2,3,847,2,1,0
2,0,5,147037.32,0,0,0,141763.26,5,3,637,1,3,0
2,0,0,119276.31,0,0,0,122284.38,3,3,844,2,1,1
0,1,7,108664.85,0,1,0,190011.85,3,2,433,0,3,0
1,0,5,0.0,0,1,0,128046.98,2,3,569,2,2,0
2,0,5,163034.82,0,1,1,135662.17,3,0,826,2,3,0
2,1,4,93059.34,0,1,0,7571.51,4,2,381,3,3,1
1,0,9,179581.31,0,1,0,23596.24,4,2,814,2,4,0
2,0,4,113625.93,0,0,0,92727.42,2,3,734,3,1,1
2,0,7,119961.48,0,1,0,65156.83,5,2,248,3,2,1
0,0,3,129209.48,0,0,0,60151.77,2,0,907,2,4,0
2,1,5,137227.04,1,1,0,149097.38,5,2,512,2,3,1
2,1,3,119024.75,0,1,0,35199.24,2,2,452,3,2,1
0,0,7,74623.5,1,1,0,129451.29,2,3,515,1,3,1
1,1,2,157929.45,0,1,1,145134.49,4,0,546,2,2,1
0,1,7,92606.86,0,1,0,192709.69,3,3,675,1,2,0
